,0
938,כ
939,ל
940,ו
941,ס
942,י
943,י
944,ה
945,ה
946,ע
947,ר
948,כ
949,ה
950,ב
951,ד
952,צ
953,מ
954,ב
955,ר
956,נ
957,פ
958,ש
959,ב
960,ע
961,ו
962,ל
963,ם
964,צ
965,פ
966,י
967,פ
968,ו
969,ת
970,נ
971,פ
972,ש
973,ל
974,ק
975,מ
976,ר
977,ב
978,ע
979,ו
980,ל
981,ם
982,א
983,ו
984,כ
985,ל
986,ו
987,ס
988,י
989,י
990,ה
991,ל
992,פ
993,י
994,ג
995,י
996,ל
997,א
998,י
999,ם
1000,כ
1001,ל
1002,כ
1003,ל
1004,ה
1005,ת
1006,מ
1007,ג
1008,מ
1009,י
1010,ל
1011,י
1012,א
1013,ר
1014,ד
1015,ב
1016,ע
1017,ו
1018,ל
1019,ם
1020,ת
1021,מ
1022,ג
1023,ל
1024,נ
1025,פ
1026,ש
1027,ב
1028,ע
1029,ו
1030,ל
1031,ם
1032,מ
1033,ד
1034,ד
1035,ה
1036,פ
1037,י
1038,ת
1039,ו
1040,ח
1041,ה
1042,א
1043,נ
1044,ו
1045,ש
1046,י
1047,ב
1048,ע
1049,ו
1050,ל
1051,ם
1052,מ
1053,ד
1054,ד
1055,ג
1056,י
1057,נ
1058,י
1059,נ
1060,כ
1061,ו
1062,ן
1063,ל
1064,מ
1065,ט
1066,ב
1067,ע
1068,ש
1069,ק
1070,ל
1071,ח
1072,ד
1073,ש
1074,ב
1075,נ
1076,ק
1077,מ
1078,ר
1079,כ
1080,ז
1081,י
1082,ב
1083,נ
1084,ק
1085,י
1086,ש
1087,ר
1088,א
1089,ל
1090,ש
1091,ו
1092,נ
1093,ו
1094,ת
1095,ח
1096,ג
1097,י
1098,ם
1099,ל
1100,א
1101,ו
1102,מ
1103,י
1104,י
1105,ם
1106,י
1107,ו
1108,ם
1109,ה
1110,ז
1111,י
1112,כ
1113,ר
1114,ו
1115,ן
1116,ל
1117,ח
1118,ל
1119,ל
1120,י
1121,מ
1122,ל
1123,ח
1124,מ
1125,ת
1126,ח
1127,ר
1128,ב
1129,ו
1130,ת
1131,ב
1132,ר
1133,ז
1134,ל
1135,י
1136,ו
1137,ם
1138,ה
1139,ז
1140,י
1141,כ
1142,ר
1143,ו
1144,ן
1145,ל
1146,ש
1147,ו
1148,א
1149,ה
1150,ו
1151,ל
1152,ג
1153,ב
1154,ו
1155,ר
1156,ה
1157,י
1158,ו
1159,ם
1160,ה
1161,ז
1162,י
1163,כ
1164,ר
1165,ו
1166,ן
1167,ל
1168,ח
1169,ל
1170,ל
1171,י
1172,מ
1173,ע
1174,ר
1175,כ
1176,ו
1177,ת
1178,י
1179,ש
1180,ר
1181,א
1182,ל
1183,י
1184,ו
1185,ם
1186,ה
1187,ע
1188,צ
1189,מ
1190,א
1191,ו
1192,ת
1193,י
1194,ו
1195,ם
1196,י
1197,ר
1198,ו
1199,ש
1200,ל
1201,י
1202,ם
1203,ס
1204,י
1205,ו
1206,מ
1207,ת
1208,א
1209,י
1210,נ
1211,ט
1212,ר
1213,נ
1214,ט
1215,ק
1216,י
1217,ד
1218,ו
1219,מ
1220,ת
1221,ב
1222,י
1223,ן
1224,ל
1225,א
1226,ו
1227,מ
1228,י
1229,ת
1230,י
1231,ש
1232,ר
1233,א
1234,ל
1235,ה
1236,י
1237,א
1238,מ
1239,ד
1240,י
1241,נ
1242,ה
1243,ב
1244,מ
1245,ז
1246,ר
1247,ח
1248,ה
1249,ת
1250,י
1251,כ
1252,ו
1253,ן
1254,ב
1255,ד
1256,ר
1257,ו
1258,ם
1259,מ
1260,ע
1261,ר
1262,ב
1263,א
1264,ס
1265,י
1266,ה
1267,ה
1268,ש
1269,ו
1270,כ
1271,נ
1272,ת
1273,ע
1274,ל
1275,ה
1276,ח
1277,ו
1278,ף
1279,ה
1280,ד
1281,ר
1282,ו
1283,ם
1284,מ
1285,ז
1286,ר
1287,ח
1288,י
1289,ש
1290,ל
1291,ה
1292,י
1293,ם
1294,ה
1295,ת
1296,י
1297,כ
1298,ו
1299,ן
1300,י
1301,ש
1302,ר
1303,א
1304,ל
1305,ה
1306,ו
1307,ק
1308,מ
1309,ה
1310,ב
1311,ש
1312,ט
1313,ח
1314,י
1315,א
1316,ר
1317,ץ
1318,י
1319,ש
1320,ר
1321,א
1322,ל
1323,ב
1324,י
1325,ת
1326,ו
1327,ה
1328,ל
1329,א
1330,ו
1331,מ
1332,י
1333,ו
1334,א
1335,ר
1336,ץ
1337,מ
1338,ו
1339,ל
1340,ד
1341,ת
1342,ו
1343,ש
1344,ל
1345,ה
1346,ע
1347,ם
1348,ה
1349,י
1350,ה
1351,ו
1352,ד
1353,י
1354,ה
1355,מ
1356,ד
1357,י
1358,נ
1359,ה
1360,ה
1361,כ
1362,ר
1363,י
1364,ז
1365,ה
1366,ע
1367,ל
1368,ע
1369,צ
1370,מ
1371,א
1372,ו
1373,ת
1374,ה
1375,ב
1376,ה
1377,ב
1378,א
1379,י
1380,י
1381,ר
1382,ת
1383,ש
1384,ח
1385,ב
1386,מ
1387,א
1388,י
1389,ו
1390,ש
1391,י
1392,ט
1393,ת
1394,ה
1395,מ
1396,מ
1397,ש
1398,ל
1399,ב
1400,ה
1401,ה
1402,י
1403,א
1404,ד
1405,מ
1406,ו
1407,ק
1408,ר
1409,ט
1410,י
1411,ה
1412,פ
1413,ר
1414,ל
1415,מ
1416,נ
1417,ט
1418,ר
1419,י
1420,ת
1421,מ
1422,ש
1423,ך
1424,ה
1425,ז
1426,מ
1427,ן
1428,ד
1429,ק
1430,ה
1431,א
1432,ח
1433,ת
1434,ו
1435,ש
1436,נ
1437,י
1438,ו
1439,ת
1440,ס
1441,ר
1442,ט
1443,ו
1444,ן
1445,ו
1446,י
1447,ד
1448,א
1449,ו
1450,ש
1451,ל
1452,ת
1453,מ
1454,ו
1455,נ
1456,ו
1457,ת
1458,מ
1459,י
1460,ש
1461,ר
1462,א
1463,ל
1464,ע
1465,ר
1466,ו
1467,ץ
1468,י
1469,ש
1470,ר
1471,א
1472,ל
1473,ג
1474,ו
1475,ב
1476,ל
1477,ת
1478,ב
1479,י
1480,ם
1481,ה
1482,ת
1483,י
1484,כ
1485,ו
1486,ן
1487,ו
1488,ב
1489,מ
1490,צ
1491,ר
1492,י
1493,ם
1494,ב
1495,מ
1496,ע
1497,ר
1498,ב
1499,ב
1500,י
1501,ם
1502,ה
1503,א
1504,ד
1505,ו
1506,ם
1507,ב
1508,ד
1509,ר
1510,ו
1511,ם
1512,ב
1513,י
1514,ר
1515,ד
1516,ן
1517,ב
1518,מ
1519,ז
1520,ר
1521,ח
1522,ב
1523,ס
1524,ו
1525,ר
1526,י
1527,ה
1528,ב
1529,צ
1530,פ
1531,ו
1532,ן
1533,מ
1534,ז
1535,ר
1536,ח
1537,ו
1538,ב
1539,ל
1540,ב
1541,נ
1542,ו
1543,ן
1544,ב
1545,צ
1546,פ
1547,ו
1548,ן
1549,ב
1550,י
1551,ן
1552,י
1553,ש
1554,ר
1555,א
1556,ל
1557,ו
1558,מ
1559,צ
1560,ר
1561,י
1562,ם
1563,ל
1564,ח
1565,ו
1566,ף
1567,ה
1568,י
1569,ם
1570,ה
1571,ת
1572,י
1573,כ
1574,ו
1575,ן
1576,נ
1577,מ
1578,צ
1579,א
1580,ת
1581,ר
1582,צ
1583,ו
1584,ע
1585,ת
1586,ע
1587,ז
1588,ה
1589,ש
1590,ב
1591,ש
1592,ל
1593,י
1594,ט
1595,ת
1596,ח
1597,מ
1598,א
1599,ס
1600,ב
1601,א
1602,ז
1603,ו
1604,ר
1605,ה
1606,ה
1607,ר
1608,ה
1609,מ
1610,ר
1611,כ
1612,ז
1613,י
1614,ו
1615,ה
1616,ב
1617,ק
1618,ע
1619,ה
1620,ש
1621,ב
1622,י
1623,ן
1624,י
1625,ש
1626,ר
1627,א
1628,ל
1629,ל
1630,י
1631,ר
1632,ד
1633,ן
1634,נ
1635,מ
1636,צ
1637,א
1638,י
1639,ם
1640,ש
1641,ט
1642,ח
1643,י
1644,י
1645,ה
1646,ו
1647,ד
1648,ה
1649,ו
1650,ש
1651,ו
1652,מ
1653,ר
1654,ו
1655,ן
1656,ה
1657,מ
1658,ו
1659,ח
1660,ז
1661,ק
1662,י
1663,ם
1664,ב
1665,י
1666,ד
1667,י
1668,י
1669,ש
1670,ר
1671,א
1672,ל
1673,ת
1674,ח
1675,ת
1676,ת
1677,פ
1678,י
1679,ס
1680,ה
1681,ל
1682,ו
1683,ח
1684,מ
1685,ת
1686,י
1687,ת
1688,ש
1689,ט
1690,ח
1691,ה
1692,ש
1693,ל
1694,ה
1695,מ
1696,ד
1697,י
1698,נ
1699,ה
1700,ה
1701,ו
1702,א
1703,ק
1704,מ
1705,ר
1706,כ
1707,ו
1708,ל
1709,ל
1710,מ
1711,ז
1712,ר
1713,ח
1714,י
1715,ר
1716,ו
1717,ש
1718,ל
1719,י
1720,ם
1721,ו
1722,ר
1723,מ
1724,ת
1725,ה
1726,ג
1727,ו
1728,ל
1729,ן
1730,ע
1731,ל
1732,י
1733,ה
1734,ן
1735,ה
1736,כ
1737,ר
1738,י
1739,ז
1740,ה
1741,ר
1742,י
1743,ב
1744,ו
1745,נ
1746,ו
1747,ת
1748,ל
1749,ל
1750,א
1751,א
1752,ז
1753,ו
1754,ר
1755,י
1756,ה
1757,ו
1758,ד
1759,ה
1760,ו
1761,ש
1762,ו
1763,מ
1764,ר
1765,ו
1766,ן
1767,ו
1768,ר
1769,צ
1770,ו
1771,ע
1772,ת
1773,ע
1774,ז
1775,ה
1776,א
1777,ו
1778,כ
1779,ל
1780,ו
1781,ס
1782,י
1783,י
1784,ת
1785,ה
1786,מ
1787,נ
1788,ת
1789,ה
1790,ב
1791,ש
1792,נ
1793,ת
1794,ע
1795,ל
1796,פ
1797,י
1798,נ
1799,ת
1800,ו
1801,נ
1802,י
1803,ה
1804,ל
1805,ש
1806,כ
1807,ה
1808,ה
1809,מ
1810,ר
1811,כ
1812,ז
1813,י
1814,ת
1815,ל
1816,ס
1817,ט
1818,ט
1819,י
1820,ס
1821,ט
1822,י
1823,ק
1824,ה
1825,מ
1826,י
1827,ל
1828,י
1829,ו
1830,ן
1831,ת
1832,ו
1833,ש
1834,ב
1835,י
1836,ם
1837,מ
1838,ב
1839,ח
1840,י
1841,נ
1842,ה
1843,ד
1844,מ
1845,ו
1846,ג
1847,ר
1848,פ
1849,י
1850,ת
1851,ר
1852,ו
1853,ב
1854,ה
1855,י
1856,ש
1857,ר
1858,א
1859,ל
1860,י
1861,ם
1862,ה
1863,ם
1864,י
1865,ה
1866,ו
1867,ד
1868,י
1869,ם
1870,א
1871,ך
1872,י
1873,ש
1874,ב
1875,ה
1876,מ
1877,י
1878,ע
1879,ו
1880,ט
1881,ע
1882,ר
1883,ב
1884,י
1885,ג
1886,ד
1887,ו
1888,ל
1889,כ
1890,מ
1891,ר
1892,ב
1893,י
1894,ת
1895,ו
1896,מ
1897,ו
1898,ס
1899,ל
1900,מ
1901,י
1902,ו
1903,ק
1904,ב
1905,ו
1906,צ
1907,ו
1908,ת
1909,מ
1910,י
1911,ע
1912,ו
1913,ט
1914,א
1915,ח
1916,ר
1917,ו
1918,ת
1919,ב
1920,מ
1921,ה
1922,ל
1923,ך
1924,ה
1925,מ
1926,א
1927,ה
1928,ה
1929,ח
1930,ל
1931,ה
1932,ה
1933,ת
1934,ע
1935,ו
1936,ר
1937,ר
1938,ו
1939,ת
1940,ל
1941,א
1942,ו
1943,מ
1944,י
1945,ת
1946,ב
1947,ק
1948,ר
1949,ב
1950,י
1951,ה
1952,ו
1953,ד
1954,י
1955,א
1956,י
1957,ר
1958,ו
1959,פ
1960,ה
1961,ש
1962,ה
1963,ב
1964,י
1965,א
1966,ה
1967,ל
1968,ה
1969,ק
1970,מ
1971,ת
1972,ה
1973,ת
1974,נ
1975,ו
1976,ע
1977,ה
1978,ה
1979,צ
1980,י
1981,ו
1982,נ
1983,י
1984,ת
1985,ו
1986,ל
1987,ג
1988,ל
1989,י
1990,ע
1991,ל
1992,י
1993,י
1994,ה
1995,ל
1996,א
1997,ר
1998,ץ
1999,י
2000,ש
2001,ר
2002,א
2003,ל
2004,ב
2005,ב
2006,מ
2007,ה
2008,ל
2009,ך
2010,מ
2011,ל
2012,ח
2013,מ
2014,ת
2015,ה
2016,ע
2017,ו
2018,ל
2019,ם
2020,ה
2021,ר
2022,א
2023,ש
2024,ו
2025,נ
2026,ה
2027,כ
2028,ב
2029,ש
2030,ה
2031,ה
2032,א
2033,י
2034,מ
2035,פ
2036,ר
2037,י
2038,ה
2039,ה
2040,ב
2041,ר
2042,י
2043,ט
2044,י
2045,ת
2046,א
2047,ת
2048,א
2049,ר
2050,ץ
2051,י
2052,ש
2053,ר
2054,א
2055,ל
2056,מ
2057,י
2058,ד
2059,י
2060,ה
2061,ע
2062,ו
2063,ת
2064,מ
2065,א
2066,נ
2067,י
2068,ם
2069,ו
2070,פ
2071,ו
2072,ר
2073,ס
2074,מ
2075,ה
2076,ה
2077,צ
2078,ה
2079,ר
2080,ת
2081,ב
2082,ל
2083,פ
2084,ו
2085,ר
2086,ב
2087,ת
2088,ק
2089,ו
2090,פ
2091,ת
2092,ה
2093,מ
2094,נ
2095,ד
2096,ט
2097,ה
2098,ב
2099,ר
2100,י
2101,ט
2102,י
2103,מ
2104,א
2105,ב
2106,ק
2107,י
2108,ם
2109,מ
2110,מ
2111,ו
2112,ש
2113,כ
2114,י
2115,ם
2116,ב
2117,י
2118,ן
2119,ה
2120,י
2121,י
2122,ש
2123,ו
2124,ב
2125,ה
2126,י
2127,ה
2128,ו
2129,ד
2130,י
2131,ו
2132,ע
2133,ר
2134,ב
2135,י
2136,י
2137,א
2138,ר
2139,ץ
2140,י
2141,ש
2142,ר
2143,א
2144,ל
2145,ה
2146,ב
2147,י
2148,א
2149,ו
2150,א
2151,ת
2152,ב
2153,ר
2154,י
2155,ט
2156,נ
2157,י
2158,ה
2159,ל
2160,מ
2161,ס
2162,ו
2163,ר
2164,א
2165,ת
2166,ש
2167,א
2168,ל
2169,ת
2170,ה
2171,מ
2172,נ
2173,ד
2174,ט
2175,ב
2176,א
2177,ר
2178,ץ
2179,ל
2180,א
2181,ו
2182,ם
2183,ש
2184,ה
2185,מ
2186,ל
2187,י
2188,ץ
2189,ב
2190,ל
2191,ח
2192,ל
2193,ק
2194,א
2195,ת
2196,א
2197,ר
2198,ץ
2199,י
2200,ש
2201,ר
2202,א
2203,ל
2204,ל
2205,ש
2206,ת
2207,י
2208,מ
2209,ד
2210,י
2211,נ
2212,ו
2213,ת
2214,י
2215,ה
2216,ו
2217,ד
2218,י
2219,ת
2220,ו
2221,ע
2222,ר
2223,ב
2224,י
2225,ת
2226,ה
2227,ת
2228,ו
2229,כ
2230,נ
2231,י
2232,ת
2233,ה
2234,ת
2235,ק
2236,ב
2237,ל
2238,ה
2239,ע
2240,ל
2241,י
2242,ד
2243,י
2244,ה
2245,ס
2246,ו
2247,כ
2248,נ
2249,ו
2250,ת
2251,ה
2252,י
2253,ה
2254,ו
2255,ד
2256,י
2257,ת
2258,א
2259,ך
2260,נ
2261,ד
2262,ח
2263,ת
2264,ה
2265,ב
2266,י
2267,ד
2268,י
2269,ה
2270,ה
2271,נ
2272,ה
2273,ג
2274,ה
2275,ה
2276,ע
2277,ר
2278,ב
2279,י
2280,ת
2281,ע
2282,י
2283,מ
2284,ו
2285,ת
2286,צ
2287,ב
2288,א
2289,י
2290,ש
2291,נ
2292,י
2293,צ
2294,ת
2295,ב
2296,י
2297,ן
2298,ה
2299,צ
2300,ד
2301,ד
2302,י
2303,ם
2304,ה
2305,ת
2306,פ
2307,ת
2308,ח
2309,ל
2310,מ
2311,ל
2312,ח
2313,מ
2314,ת
2315,ה
2316,ע
2317,צ
2318,מ
2319,א
2320,ו
2321,ת
2322,ש
2323,ב
2324,מ
2325,ה
2326,ל
2327,כ
2328,ה
2329,ה
2330,ו
2331,כ
2332,ר
2333,ז
2334,ה
2335,ה
2336,ק
2337,מ
2338,ת
2339,ה
2340,ש
2341,ל
2342,מ
2343,ד
2344,י
2345,נ
2346,ת
2347,י
2348,ש
2349,ר
2350,א
2351,ל
2352,ב
2353,ת
2354,ו
2355,ם
2356,ה
2357,מ
2358,ל
2359,ח
2360,מ
2361,ה
2362,ו
2363,ה
2364,ס
2365,כ
2366,מ
2367,י
2368,ש
2369,ב
2370,י
2371,ת
2372,ת
2373,ה
2374,נ
2375,ש
2376,ק
2377,ש
2378,ל
2379,ט
2380,ה
2381,י
2382,ש
2383,ר
2384,א
2385,ל
2386,ב
2387,מ
2388,ר
2389,ב
2390,י
2391,ת
2392,ש
2393,ט
2394,ח
2395,ה
2396,מ
2397,נ
2398,ד
2399,ט
2400,ל
2401,ש
2402,ע
2403,ב
2404,ר
2405,א
2406,ף
2407,מ
2408,ע
2409,ב
2410,ר
2411,ל
2412,מ
2413,ה
2414,ש
2415,ה
2416,ו
2417,ק
2418,צ
2419,ה
2420,ל
2421,מ
2422,ד
2423,י
2424,נ
2425,ה
2426,ה
2427,י
2428,ה
2429,ו
2430,ד
2431,י
2432,ת
2433,ב
2434,ת
2435,ו
2436,כ
2437,נ
2438,י
2439,ת
2440,ה
2441,ח
2442,ל
2443,ו
2444,ק
2445,ה
2446,י
2447,ה
2448,ו
2449,ד
2450,ה
2451,ו
2452,ש
2453,ו
2454,מ
2455,ר
2456,ו
2457,ן
2458,ו
2459,ר
2460,צ
2461,ו
2462,ע
2463,ת
2464,ע
2465,ז
2466,ה
2467,נ
2468,כ
2469,ב
2470,ש
2471,ו
2472,ע
2473,ל
2474,י
2475,ד
2476,י
2477,י
2478,ר
2479,ד
2480,ן
2481,ו
2482,מ
2483,צ
2484,ר
2485,י
2486,ם
2487,ב
2488,ה
2489,ת
2490,א
2491,מ
2492,ה
2493,ה
2494,מ
2495,ד
2496,י
2497,נ
2498,ה
2499,ה
2500,ע
2501,ר
2502,ב
2503,י
2504,ת
2505,ל
2506,א
2507,ה
2508,ו
2509,ק
2510,מ
2511,ה
2512,ו
2513,מ
2514,א
2515,ו
2516,ת
2517,א
2518,ל
2519,פ
2520,י
2521,ע
2522,ר
2523,ב
2524,י
2525,ם
2526,פ
2527,ל
2528,ס
2529,ט
2530,י
2531,נ
2532,י
2533,ם
2534,נ
2535,ס
2536,ו
2537,א
2538,ו
2539,ג
2540,ו
2541,ר
2542,ש
2543,ו
2544,מ
2545,ב
2546,ת
2547,י
2548,ה
2549,ם
2550,ב
2551,מ
2552,ס
2553,ג
2554,ר
2555,ת
2556,ה
2557,נ
2558,כ
2559,ב
2560,ה
2561,ב
2562,מ
2563,ק
2564,ב
2565,י
2566,ל
2567,ע
2568,ל
